t,x,y
2.561251E1,1.717122E-1,-1.304480E-3
2.564582E1,1.719202E-1,-1.304786E-3
2.567912E1,1.721619E-1,-1.300970E-3
2.571243E1,1.723353E-1,-1.272625E-3
2.574573E1,1.727733E-1,-1.270163E-3
2.577904E1,1.731861E-1,-1.253699E-3
2.581235E1,1.733419E-1,-1.208751E-3
2.584565E1,1.736413E-1,-1.152125E-3
2.587896E1,1.740190E-1,-1.040771E-3
2.591227E1,1.743223E-1,-1.029838E-3
2.594557E1,1.746756E-1,-9.984727E-4
2.597888E1,1.748162E-1,-9.841465E-4
2.601218E1,1.751104E-1,-8.961461E-4
2.604549E1,1.754724E-1,-7.849237E-4
2.607880E1,1.757314E-1,-7.312729E-4
2.611210E1,1.760802E-1,-7.195571E-4
2.614541E1,1.762190E-1,-7.046804E-4
2.617872E1,1.764507E-1,-6.617417E-4
2.621202E1,1.767593E-1,-5.728427E-4
2.624533E1,1.770500E-1,-5.762624E-4
2.627863E1,1.774189E-1,-5.794921E-4
2.631194E1,1.775949E-1,-5.885504E-4
2.634525E1,1.778197E-1,-5.956314E-4
2.637855E1,1.778989E-1,-5.990271E-4
2.641186E1,1.780492E-1,-6.204624E-4
2.644517E1,1.784436E-1,-6.738241E-4
2.647847E1,1.787145E-1,-7.026354E-4
2.651178E1,1.791757E-1,-7.206954E-4
2.654508E1,1.794474E-1,-7.431052E-4
2.657839E1,1.794926E-1,-7.762717E-4
2.661170E1,1.795401E-1,-8.514991E-4
2.664500E1,1.798323E-1,-9.582351E-4
2.667831E1,1.804341E-1,-1.030557E-3
2.671162E1,1.806190E-1,-1.057181E-3
2.674492E1,1.806412E-1,-1.092964E-3
2.677823E1,1.807039E-1,-1.161302E-3
2.681153E1,1.808008E-1,-1.192102E-3
2.684484E1,1.811731E-1,-1.241052E-3
2.687815E1,1.817708E-1,-1.266231E-3
2.691145E1,1.819378E-1,-1.269901E-3
2.694476E1,1.819687E-1,-1.285927E-3
2.697807E1,1.819962E-1,-1.306116E-3
2.701137E1,1.821575E-1,-1.332181E-3
2.704468E1,1.825856E-1,-1.326044E-3
2.707798E1,1.827556E-1,-1.269279E-3
2.711129E1,1.829128E-1,-1.236152E-3
2.714460E1,1.830071E-1,-1.189245E-3
2.717790E1,1.831839E-1,-1.170468E-3
2.721121E1,1.834547E-1,-1.132855E-3
2.724452E1,1.836756E-1,-1.059037E-3
2.727782E1,1.838235E-1,-9.659345E-4
2.731113E1,1.839333E-1,-9.278531E-4
2.734443E1,1.839830E-1,-9.257525E-4
2.737774E1,1.842932E-1,-8.753322E-4
2.741105E1,1.844793E-1,-8.094169E-4
2.744435E1,1.845648E-1,-7.642637E-4
2.747766E1,1.845963E-1,-7.373497E-4
2.751097E1,1.847144E-1,-6.871414E-4
2.754427E1,1.850657E-1,-6.566073E-4
2.757758E1,1.853043E-1,-6.477451E-4
2.761088E1,1.853483E-1,-6.417622E-4
2.764419E1,1.853322E-1,-6.418612E-4
2.767750E1,1.853469E-1,-6.630744E-4
2.771080E1,1.855309E-1,-6.888418E-4
2.774411E1,1.858401E-1,-7.190905E-4
2.777742E1,1.859889E-1,-7.178510E-4
2.781072E1,1.861009E-1,-7.227260E-4
2.784403E1,1.860770E-1,-7.828187E-4
2.787733E1,1.860924E-1,-8.486287E-4
2.791064E1,1.862897E-1,-9.363237E-4
2.794395E1,1.864345E-1,-9.466932E-4
2.797725E1,1.866379E-1,-9.753992E-4
2.801056E1,1.866892E-1,-9.974699E-4
2.804387E1,1.866659E-1,-1.036903E-3
2.807717E1,1.866779E-1,-1.096767E-3
2.811048E1,1.868377E-1,-1.163547E-3
2.814378E1,1.871495E-1,-1.175098E-3
2.817709E1,1.872506E-1,-1.179772E-3
2.821040E1,1.872506E-1,-1.174650E-3
2.824370E1,1.872439E-1,-1.175587E-3
2.827701E1,1.872506E-1,-1.180963E-3
2.831032E1,1.874393E-1,-1.175422E-3
2.834362E1,1.875553E-1,-1.150275E-3
2.837693E1,1.876019E-1,-1.121353E-3
2.841023E1,1.876206E-1,-1.109945E-3
2.844354E1,1.876327E-1,-1.107646E-3
2.847685E1,1.877178E-1,-1.045646E-3
2.851015E1,1.878262E-1,-1.023384E-3
2.854346E1,1.878694E-1,-9.539214E-4
2.857677E1,1.878934E-1,-9.325010E-4
2.861007E1,1.879626E-1,-9.048138E-4
2.864338E1,1.880227E-1,-8.558333E-4
2.867668E1,1.880443E-1,-7.917381E-4
2.870999E1,1.880482E-1,-7.444429E-4
2.874330E1,1.880458E-1,-7.280328E-4
2.877660E1,1.880600E-1,-7.123804E-4
2.880991E1,1.881500E-1,-6.863434E-4
2.884322E1,1.882028E-1,-6.943542E-4
2.887652E1,1.882222E-1,-7.059345E-4
2.890983E1,1.882165E-1,-7.147667E-4
2.894313E1,1.882083E-1,-7.269816E-4
2.897644E1,1.882369E-1,-7.460987E-4
2.900975E1,1.882699E-1,-7.667740E-4
2.904305E1,1.883293E-1,-7.833573E-4
2.907636E1,1.883549E-1,-7.921940E-4
2.910967E1,1.883651E-1,-8.137714E-4
2.914297E1,1.883760E-1,-8.949159E-4
2.917628E1,1.883864E-1,-9.658756E-4
2.920958E1,1.884040E-1,-9.974422E-4
2.924289E1,1.884008E-1,-1.018070E-3
2.927620E1,1.883932E-1,-1.041538E-3
2.930950E1,1.883844E-1,-1.065428E-3
2.934281E1,1.883810E-1,-1.127394E-3
2.937612E1,1.883745E-1,-1.162841E-3
2.940942E1,1.883673E-1,-1.176603E-3
2.944273E1,1.883682E-1,-1.178702E-3
2.947603E1,1.883642E-1,-1.179518E-3
2.950934E1,1.883653E-1,-1.194355E-3
2.954265E1,1.883554E-1,-1.193157E-3
2.957595E1,1.883372E-1,-1.185460E-3
2.960926E1,1.883348E-1,-1.174854E-3
2.964257E1,1.883366E-1,-1.153946E-3
2.967587E1,1.883285E-1,-1.126670E-3
2.970918E1,1.883056E-1,-1.106947E-3
2.974248E1,1.882551E-1,-1.084899E-3
2.977579E1,1.882710E-1,-1.080077E-3
2.980910E1,1.882857E-1,-1.049433E-3
2.984240E1,1.882727E-1,-9.608422E-4
2.987571E1,1.882471E-1,-9.273907E-4
2.990902E1,1.881897E-1,-9.240811E-4
2.994232E1,1.881075E-1,-8.833467E-4
2.997563E1,1.881137E-1,-8.488156E-4
3.000893E1,1.881194E-1,-7.730774E-4
3.004224E1,1.880664E-1,-7.399237E-4
3.007555E1,1.879769E-1,-7.321738E-4
3.010885E1,1.878382E-1,-7.193067E-4
3.014216E1,1.877702E-1,-6.969070E-4
3.017547E1,1.877930E-1,-6.905212E-4
3.020877E1,1.877821E-1,-6.933509E-4
3.024208E1,1.877286E-1,-6.968672E-4
3.027538E1,1.874989E-1,-7.143215E-4
3.030869E1,1.873324E-1,-7.310713E-4
3.034200E1,1.873749E-1,-7.340676E-4
3.037530E1,1.874139E-1,-7.487508E-4
3.040861E1,1.873997E-1,-7.496725E-4
3.044192E1,1.871808E-1,-7.914639E-4
3.047522E1,1.867931E-1,-8.737090E-4
3.050853E1,1.867952E-1,-9.251989E-4
3.054183E1,1.868777E-1,-9.358145E-4
3.057514E1,1.868856E-1,-9.572705E-4
3.060845E1,1.867850E-1,-9.779227E-4
3.064175E1,1.863103E-1,-1.077370E-3
3.067506E1,1.860986E-1,-1.156298E-3
3.070837E1,1.860770E-1,-1.173135E-3
3.074167E1,1.860891E-1,-1.185604E-3
3.077498E1,1.860956E-1,-1.229889E-3
3.080828E1,1.857761E-1,-1.300397E-3
3.084159E1,1.854875E-1,-1.350058E-3
3.087490E1,1.853548E-1,-1.345967E-3
3.090820E1,1.853656E-1,-1.328892E-3
3.094151E1,1.853869E-1,-1.323925E-3
3.097482E1,1.852066E-1,-1.310653E-3
3.100812E1,1.849610E-1,-1.306162E-3
3.104143E1,1.847224E-1,-1.290393E-3
3.107473E1,1.846539E-1,-1.272156E-3
3.110804E1,1.845953E-1,-1.245595E-3
3.114135E1,1.844925E-1,-1.219134E-3
3.117465E1,1.841869E-1,-1.172159E-3
3.120796E1,1.839742E-1,-1.157560E-3
3.124127E1,1.838854E-1,-1.132461E-3
3.127457E1,1.837930E-1,-1.104639E-3
3.130788E1,1.835552E-1,-1.067991E-3
3.134118E1,1.832212E-1,-1.011762E-3
3.137449E1,1.830001E-1,-9.783313E-4
3.140780E1,1.829759E-1,-9.594339E-4
3.144110E1,1.829996E-1,-9.406209E-4
3.147441E1,1.828602E-1,-8.674220E-4
3.150772E1,1.824949E-1,-8.131808E-4
3.154102E1,1.820417E-1,-8.132172E-4
3.157433E1,1.819049E-1,-8.147266E-4
3.160763E1,1.818469E-1,-8.021422E-4
3.164094E1,1.818528E-1,-7.863927E-4
3.167425E1,1.818398E-1,-7.790467E-4
3.170755E1,1.813851E-1,-7.707500E-4
3.174086E1,1.809143E-1,-8.155059E-4
3.177417E1,1.806650E-1,-8.614922E-4
3.180747E1,1.806581E-1,-8.797976E-4
3.184078E1,1.806642E-1,-8.942357E-4
3.187408E1,1.804611E-1,-9.291902E-4
3.190739E1,1.799873E-1,-9.473453E-4
3.194070E1,1.795374E-1,-1.001670E-3
3.197400E1,1.793559E-1,-1.048252E-3
3.200731E1,1.792383E-1,-1.068040E-3
3.204062E1,1.792091E-1,-1.090477E-3
3.207392E1,1.789744E-1,-1.106216E-3
3.210723E1,1.785206E-1,-1.126490E-3
3.214053E1,1.783444E-1,-1.169840E-3
3.217384E1,1.780861E-1,-1.195706E-3
3.220715E1,1.779500E-1,-1.206763E-3
3.224045E1,1.776854E-1,-1.184084E-3
3.227376E1,1.773082E-1,-1.167985E-3
3.230707E1,1.771400E-1,-1.164655E-3
3.234037E1,1.768424E-1,-1.158464E-3
3.237368E1,1.765594E-1,-1.123825E-3
3.240698E1,1.763499E-1,-1.071848E-3
3.244029E1,1.760074E-1,-1.044873E-3
3.247360E1,1.756372E-1,-1.021049E-3
3.250690E1,1.755249E-1,-9.856809E-4
3.254021E1,1.753012E-1,-9.155839E-4
3.257352E1,1.750399E-1,-8.622000E-4
3.260682E1,1.746130E-1,-8.276668E-4
3.264013E1,1.743773E-1,-8.204873E-4
3.267343E1,1.739409E-1,-8.156454E-4
3.270674E1,1.738972E-1,-8.075130E-4
3.274005E1,1.737627E-1,-7.680300E-4
3.277335E1,1.735930E-1,-7.312497E-4
3.280666E1,1.730741E-1,-6.906969E-4
3.283997E1,1.724443E-1,-6.993364E-4
3.287327E1,1.720656E-1,-7.520928E-4
3.290658E1,1.720526E-1,-7.736308E-4
3.293988E1,1.720182E-1,-7.910772E-4
3.297319E1,1.716915E-1,-7.977091E-4
3.300650E1,1.710930E-1,-8.239991E-4
3.303980E1,1.704005E-1,-9.402119E-4
3.307311E1,1.702456E-1,-9.915960E-4
3.310642E1,1.702157E-1,-9.901904E-4
3.313972E1,1.701073E-1,-1.030013E-3
3.317303E1,1.693449E-1,-1.073603E-3
3.320633E1,1.687465E-1,-1.146336E-3
3.323964E1,1.682912E-1,-1.218274E-3
3.327295E1,1.681823E-1,-1.238794E-3
3.330625E1,1.679762E-1,-1.283852E-3
3.333956E1,1.676658E-1,-1.296386E-3
3.337287E1,1.671090E-1,-1.299129E-3
3.340617E1,1.666565E-1,-1.316259E-3
3.343948E1,1.662842E-1,-1.362534E-3
3.347278E1,1.659751E-1,-1.368322E-3
3.350609E1,1.656974E-1,-1.347013E-3
3.353940E1,1.654893E-1,-1.325987E-3
3.357270E1,1.650064E-1,-1.307895E-3
3.360601E1,1.643884E-1,-1.280144E-3
3.363932E1,1.640233E-1,-1.256875E-3
3.367262E1,1.636560E-1,-1.211660E-3
3.370593E1,1.634615E-1,-1.147996E-3
3.373923E1,1.629360E-1,-1.075201E-3
3.377254E1,1.623448E-1,-1.013304E-3
3.380585E1,1.620034E-1,-9.935218E-4
3.383915E1,1.615837E-1,-9.717053E-4
3.387246E1,1.613425E-1,-9.614369E-4
3.390577E1,1.607435E-1,-9.291574E-4
3.393907E1,1.602086E-1,-9.263676E-4
3.397238E1,1.598616E-1,-9.292111E-4
3.400568E1,1.596071E-1,-9.222491E-4
3.403899E1,1.594275E-1,-9.298131E-4
3.407230E1,1.588670E-1,-9.239522E-4
3.410560E1,1.577524E-1,-9.598111E-4
3.413891E1,1.572775E-1,-1.005021E-3
3.417222E1,1.570376E-1,-1.024683E-3
3.420552E1,1.569161E-1,-1.057248E-3
3.423883E1,1.566040E-1,-1.103866E-3
3.427213E1,1.556799E-1,-1.185967E-3
3.430544E1,1.551252E-1,-1.270072E-3
3.433875E1,1.547986E-1,-1.346983E-3
3.437205E1,1.546751E-1,-1.383309E-3
3.440536E1,1.542107E-1,-1.483018E-3
3.443867E1,1.535965E-1,-1.504883E-3
3.447197E1,1.528620E-1,-1.571158E-3
3.450528E1,1.522838E-1,-1.640955E-3
3.453858E1,1.520495E-1,-1.690295E-3
3.457189E1,1.516826E-1,-1.737960E-3
3.460520E1,1.512067E-1,-1.718140E-3
3.463850E1,1.506639E-1,-1.704475E-3
3.467181E1,1.502157E-1,-1.693734E-3
3.470512E1,1.500890E-1,-1.692839E-3
3.473842E1,1.497686E-1,-1.671814E-3
3.477173E1,1.491270E-1,-1.608108E-3
3.480504E1,1.485446E-1,-1.543369E-3
3.483834E1,1.481808E-1,-1.512402E-3
3.487165E1,1.475510E-1,-1.484162E-3
3.490495E1,1.470816E-1,-1.463814E-3
3.493826E1,1.463971E-1,-1.386492E-3
3.497157E1,1.459832E-1,-1.293284E-3
3.500487E1,1.457354E-1,-1.253073E-3
3.503818E1,1.452601E-1,-1.194591E-3
3.507149E1,1.448271E-1,-1.156975E-3
3.510479E1,1.444396E-1,-1.098598E-3
3.513810E1,1.439239E-1,-1.048098E-3
3.517140E1,1.436166E-1,-1.039029E-3
3.520471E1,1.429570E-1,-1.005746E-3
3.523802E1,1.422182E-1,-9.931330E-4
3.527132E1,1.418264E-1,-9.920394E-4
3.530463E1,1.413131E-1,-1.000179E-3
3.533794E1,1.406716E-1,-9.939586E-4
3.537124E1,1.399897E-1,-1.009723E-3
3.540455E1,1.394845E-1,-1.053706E-3
3.543785E1,1.391199E-1,-1.103976E-3
3.547116E1,1.387068E-1,-1.140329E-3
3.550447E1,1.381107E-1,-1.161487E-3
3.553777E1,1.377497E-1,-1.195652E-3
3.557108E1,1.369735E-1,-1.230638E-3
3.560439E1,1.361344E-1,-1.325475E-3
3.563769E1,1.357337E-1,-1.384332E-3
3.567100E1,1.352411E-1,-1.404914E-3
3.570430E1,1.349491E-1,-1.402364E-3
3.573761E1,1.341750E-1,-1.408879E-3
3.577092E1,1.330801E-1,-1.456939E-3
3.580422E1,1.324819E-1,-1.471537E-3
3.583753E1,1.319284E-1,-1.457430E-3
3.587084E1,1.316806E-1,-1.443291E-3
3.590414E1,1.310104E-1,-1.413137E-3
3.593745E1,1.302090E-1,-1.384238E-3
3.597075E1,1.291682E-1,-1.359607E-3
3.600406E1,1.284582E-1,-1.327641E-3
3.603737E1,1.277606E-1,-1.295761E-3
3.607067E1,1.274161E-1,-1.276672E-3
3.610398E1,1.261615E-1,-1.215000E-3
3.613729E1,1.253721E-1,-1.190923E-3
3.617059E1,1.246225E-1,-1.171910E-3
3.620390E1,1.242363E-1,-1.163320E-3
3.623720E1,1.234640E-1,-1.144994E-3
3.627051E1,1.222924E-1,-1.109113E-3
3.630382E1,1.215177E-1,-1.094581E-3
3.633712E1,1.208343E-1,-1.093765E-3
3.637043E1,1.204794E-1,-1.088743E-3
3.640374E1,1.192846E-1,-1.100182E-3
3.643704E1,1.184081E-1,-1.115224E-3
3.647035E1,1.174950E-1,-1.160653E-3
3.650365E1,1.170425E-1,-1.175165E-3
3.653696E1,1.162861E-1,-1.199600E-3
3.657027E1,1.151945E-1,-1.231644E-3
3.660357E1,1.143575E-1,-1.270805E-3
3.663688E1,1.134340E-1,-1.326945E-3
3.667019E1,1.129484E-1,-1.381932E-3
3.670349E1,1.120572E-1,-1.433754E-3
3.673680E1,1.108937E-1,-1.460125E-3
3.677010E1,1.100980E-1,-1.492317E-3
3.680341E1,1.092131E-1,-1.532401E-3
3.683672E1,1.086820E-1,-1.533070E-3
3.687002E1,1.075351E-1,-1.532766E-3
3.690333E1,1.060173E-1,-1.553218E-3
3.693664E1,1.050801E-1,-1.536541E-3
3.696994E1,1.040684E-1,-1.506891E-3
3.700325E1,1.035319E-1,-1.482539E-3
3.703655E1,1.024029E-1,-1.457949E-3
3.706986E1,1.007383E-1,-1.399108E-3
3.710317E1,9.964533E-2,-1.361739E-3
3.713647E1,9.909794E-2,-1.335220E-3
3.716978E1,9.808209E-2,-1.296541E-3
3.720309E1,9.652371E-2,-1.244212E-3
3.723639E1,9.557570E-2,-1.211832E-3
3.726970E1,9.487692E-2,-1.188298E-3
3.730300E1,9.461688E-2,-1.185795E-3
3.733631E1,9.414685E-2,-1.173945E-3
3.736962E1,9.373877E-2,-1.174864E-3
3.740292E1,9.350241E-2,-1.177081E-3
3.743623E1,9.348500E-2,-1.176685E-3
3.746954E1,9.378938E-2,-1.179772E-3
3.750284E1,9.414087E-2,-1.198073E-3
3.753615E1,9.455173E-2,-1.238870E-3
3.756945E1,9.492311E-2,-1.315587E-3
3.760276E1,9.503677E-2,-1.356714E-3
3.763607E1,9.515300E-2,-1.426823E-3
3.766937E1,9.508884E-2,-1.487175E-3
3.770268E1,9.494195E-2,-1.564721E-3
3.773599E1,9.481016E-2,-1.606016E-3
3.776929E1,9.475884E-2,-1.613585E-3
3.780260E1,9.474806E-2,-1.631286E-3
3.783590E1,9.487303E-2,-1.636254E-3
3.786921E1,9.496091E-2,-1.620267E-3
3.790252E1,9.497766E-2,-1.610537E-3
3.793582E1,9.496689E-2,-1.603625E-3
3.796913E1,9.489076E-2,-1.574884E-3
3.800244E1,9.482099E-2,-1.534840E-3
3.803574E1,9.482725E-2,-1.525957E-3
3.806905E1,9.484606E-2,-1.479841E-3
3.810235E1,9.492512E-2,-1.417407E-3
3.813566E1,9.496260E-2,-1.369038E-3
3.816897E1,9.495385E-2,-1.337383E-3
3.820227E1,9.494277E-2,-1.333402E-3
3.823558E1,9.491055E-2,-1.306610E-3
3.826889E1,9.487623E-2,-1.282908E-3
3.830219E1,9.488793E-2,-1.288563E-3
3.833550E1,9.489852E-2,-1.306171E-3
3.836880E1,9.492702E-2,-1.320319E-3
3.840211E1,9.495293E-2,-1.338253E-3
3.843542E1,9.494209E-2,-1.360363E-3
